type	title	director	cast	country	date_added	release_year	rating	duration	listed_in	platform
Movie	If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd	Stephen Kijak	Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant	United States	September 7, 2021	2018	TV-MA	97 min	Documentaries, Music & Musicals	netflix
TV Show	Kid Cosmic	NA	Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver	United States	September 7, 2021	2021	TV-Y7	2 Seasons	Kids' TV, TV Comedies, TV Sci-Fi & Fantasy	netflix
TV Show	Octonauts: Above & Beyond	NA	Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt	United Kingdom	September 7, 2021	2021	TV-Y	1 Season	British TV Shows, Kids' TV	netflix
TV Show	On the Verge	NA	Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi	France, United States	September 7, 2021	2021	TV-MA	1 Season	TV Comedies, TV Dramas	netflix
TV Show	Tobot Galaxy Detectives	NA	Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow	NA	September 7, 2021	2019	TV-Y7	2 Seasons	Kids' TV	netflix
Movie	Untold: Breaking Point	Chapman Way, Maclain Way	NA	United States	September 7, 2021	2021	TV-MA	80 min	Documentaries, Sports Movies	netflix
TV Show	Countdown: Inspiration4 Mission to Space	Jason Hehir	NA	NA	September 6, 2021	2021	TV-14	1 Season	Docuseries, Science & Nature TV	netflix
Movie	Shadow Parties	Yemi Amodu	Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas	NA	September 6, 2021	2020	TV-MA	117 min	Dramas, International Movies, Thrillers	netflix
TV Show	Tayo the Little Bus	NA	Robyn Slade, Kami Desilets	South Korea	September 6, 2021	2016	TV-Y	2 Seasons	Kids' TV, Korean TV Shows	netflix
Movie	Angamaly Diaries	Lijo Jose Pellissery	Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese	India	September 5, 2021	2017	TV-14	128 min	Action & Adventure, Comedies, Dramas	netflix
TV Show	Bunk'd	NA	Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu	United States	September 5, 2021	2021	TV-G	5 Seasons	Kids' TV, TV Comedies	netflix
Movie	A Champion Heart	David de Vos	Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido	United States	September 4, 2021	2018	G	90 min	Children & Family Movies, Dramas	netflix
TV Show	Dive Club	NA	Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant	Australia	September 3, 2021	2021	TV-G	1 Season	Kids' TV, TV Dramas, Teen TV Shows	netflix
TV Show	La casa de papel	NA	Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver	Spain	September 3, 2021	2021	TV-MA	5 Seasons	Crime TV Shows, International TV Shows, Spanish-Language TV Shows	netflix
TV Show	Money Heist: From Tokyo to Berlin	Luis Alfaro, Javier Gómez Santander	NA	NA	September 3, 2021	2021	TV-MA	1 Season	Docuseries, International TV Shows, Spanish-Language TV Shows	netflix
TV Show	Sharkdog	NA	Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji	United States, Singapore	September 3, 2021	2021	TV-Y	1 Season	Kids' TV	netflix
Movie	Worth	Sara Colangelo	Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio	NA	September 3, 2021	2021	PG-13	119 min	Dramas	netflix
Movie	Afterlife of the Party	Stephen Herek	Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland	NA	September 2, 2021	2021	TV-PG	110 min	Comedies, Romantic Movies	netflix
Movie	Anjaam	Rahul Rawail	Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar	India	September 2, 2021	1994	TV-14	143 min	Dramas, International Movies, Thrillers	netflix
Movie	Bright Star	Jane Campion	Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin	United Kingdom, Australia, France	September 2, 2021	2009	PG	119 min	Dramas, Romantic Movies	netflix
Movie	Dhanak	Nagesh Kukunoor	Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Suresh Menon, Vijay Maurya, Rajiv Lakshman, Ninad Kamat	India	September 2, 2021	2015	TV-PG	114 min	Comedies, Dramas, Independent Movies	netflix
Movie	Final Account	Luke Holland	NA	United Kingdom, United States	September 2, 2021	2021	PG-13	94 min	Documentaries	netflix
Movie	Gurgaon	Shanker Raman	Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma	India	September 2, 2021	2017	TV-14	106 min	Dramas, International Movies, Thrillers	netflix
Movie	Here and There	JP Habac	Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon	NA	September 2, 2021	2020	TV-MA	99 min	Dramas, International Movies, Romantic Movies	netflix
TV Show	Heroes of Goo Jit Zu	NA	Jon Allen, Kellen Goff, Joe Hernandez, Kaiji Tang	Australia	September 2, 2021	2021	TV-Y7	1 Season	Kids' TV, TV Comedies	netflix
TV Show	Hotel Del Luna	NA	Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho	NA	September 2, 2021	2019	TV-14	1 Season	International TV Shows, Romantic TV Shows, TV Comedies	netflix
Movie	In the Cut	Jane Campion	Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer	United Kingdom, Australia, France, United States	September 2, 2021	2003	R	118 min	Thrillers	netflix
TV Show	Luv Kushh	NA	NA	NA	September 2, 2021	2012	TV-Y7	1 Season	Kids' TV	netflix
TV Show	Pororo - The Little Penguin	NA	NA	South Korea	September 2, 2021	2013	TV-Y7	3 Seasons	Kids' TV, Korean TV Shows	netflix
TV Show	Q-Force	NA	Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers	United States	September 2, 2021	2021	TV-MA	1 Season	Crime TV Shows, TV Action & Adventure, TV Comedies	netflix
Movie	Shikara	Vidhu Vinod Chopra	Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai	India	September 2, 2021	2020	TV-14	115 min	Dramas, International Movies, Romantic Movies	netflix
Movie	A Cinderella Story	Mark Rosman	Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg	United States, Canada	September 1, 2021	2004	PG	95 min	Children & Family Movies, Comedies	netflix
Movie	Agatha Christie's Crooked House	Gilles Paquet-Brenner	Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington	NA	September 1, 2021	2017	PG-13	115 min	Dramas, International Movies, Thrillers	netflix
Movie	An Unfinished Life	Lasse Hallström	Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson	Germany, United States	September 1, 2021	2005	PG-13	108 min	Dramas	netflix
Movie	Barbie Big City Big Dreams	Scott Pleydell-Pearce	America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott	NA	September 1, 2021	2021	TV-Y	63 min	Children & Family Movies, Music & Musicals	netflix
Movie	Blade Runner: The Final Cut	Ridley Scott	Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull	United States	September 1, 2021	1982	R	117 min	Action & Adventure, Classic Movies, Cult Movies	netflix
TV Show	Brave Animated Series	NA	Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui	NA	September 1, 2021	2021	TV-MA	1 Season	International TV Shows, TV Action & Adventure, TV Comedies	netflix
Movie	Chappie	Neill Blomkamp	Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede	South Africa, United States	September 1, 2021	2015	R	121 min	Action & Adventure, Sci-Fi & Fantasy	netflix
Movie	Clear and Present Danger	Phillip Noyce	Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz	United States, Mexico	September 1, 2021	1994	PG-13	142 min	Action & Adventure, Dramas	netflix
Movie	Cliffhanger	Renny Harlin	Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield	United States, Italy, France, Japan	September 1, 2021	1993	R	113 min	Action & Adventure	netflix
Movie	Cold Mountain	Anthony Minghella	Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone	United States, Italy, Romania, United Kingdom	September 1, 2021	2003	R	154 min	Dramas, Romantic Movies	netflix
Movie	Crocodile Dundee in Los Angeles	Simon Wincer	Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson	Australia, United States	September 1, 2021	2001	PG	95 min	Action & Adventure, Comedies	netflix
Movie	Dear John	Lasse Hallström	Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter	United States	September 1, 2021	2010	PG-13	108 min	Dramas, Romantic Movies	netflix
Movie	Do the Right Thing	Spike Lee	Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval	United States	September 1, 2021	1989	R	120 min	Classic Movies, Comedies, Dramas	netflix
Movie	El patrón, radiografía de un crimen	Sebastián Schindel	Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote	Argentina, Venezuela	September 1, 2021	2014	TV-MA	100 min	Dramas, International Movies, Thrillers	netflix
Movie	Extraction	Steven C. Miller	Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen	United States, United Kingdom, Canada	September 1, 2021	2015	R	82 min	Action & Adventure	netflix
Movie	Freedom Writers	Richard LaGravenese	Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith	Germany, United States	September 1, 2021	2007	PG-13	124 min	Dramas	netflix
Movie	Green Lantern	Martin Campbell	Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett	United States	September 1, 2021	2011	PG-13	114 min	Action & Adventure, Sci-Fi & Fantasy	netflix
Movie	House Party	Reginald Hudlin	Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges	United States	September 1, 2021	1990	R	104 min	Comedies, Cult Movies	netflix
Movie	House Party 2	George Jackson, Doug McHenry	Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah	United States	September 1, 2021	1991	R	94 min	Comedies, Cult Movies, Music & Musicals	netflix
Movie	House Party 3	Eric Meza	Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander	United States	September 1, 2021	1994	R	94 min	Comedies, Music & Musicals	netflix
TV Show	How to Be a Cowboy	NA	NA	NA	September 1, 2021	2021	TV-PG	1 Season	Reality TV	netflix
TV Show	HQ Barbers	Gerhard Mostert	Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola, Flora Chiedo, Emeka Nwagbaraocha, Anthony Oseyemi, Oluwabukola Thomas, Soibifaa Dokubo	NA	September 1, 2021	2020	TV-14	1 Season	TV Shows	netflix
Movie	I Got the Hook Up	Michael Martin	Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X	United States	September 1, 2021	1998	R	93 min	Action & Adventure, Comedies	netflix
Movie	In Too Deep	Michael Rymer	Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri	United States	September 1, 2021	1999	R	97 min	Thrillers	netflix
Movie	Initial D	Andrew Lau Wai-keung, Alan Mak	Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee	China, Hong Kong	September 1, 2021	2005	TV-14	109 min	Action & Adventure, International Movies	netflix
Movie	Janoskians: Untold and Untrue	Brett Weiner	Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks	United States	September 1, 2021	2016	TV-MA	88 min	Comedies	netflix
TV Show	Kid-E-Cats	NA	Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder	Russia	September 1, 2021	2016	TV-Y	2 Seasons	Kids' TV	netflix
TV Show	Kuroko's Basketball	NA	Kensho Ono, Yuki Ono, Chiwa Saito, Yoshimasa Hosoya, Hirofumi Nojima, Kenji Hamada, Takuya Eguchi, Soichiro Hoshi, Tatsuhisa Suzuki, Go Inoue, Daisuke Ono, Ryohei Kimura, Junichi Suwabe, Kazuya Nakai, Fumiko Orikasa, Kenichi Suzumura, Kisho Taniyama, Hiroshi Kamiya	Japan	September 1, 2021	2015	TV-MA	3 Seasons	Anime Series, International TV Shows, Teen TV Shows	netflix
Movie	Labyrinth	Jim Henson	David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser	United Kingdom, United States	September 1, 2021	1986	PG	101 min	Action & Adventure, Children & Family Movies, Cult Movies	netflix
Movie	Letters to Juliet	Gary Winick	Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan	United States	September 1, 2021	2010	PG	105 min	Comedies, Dramas, Romantic Movies	netflix
Movie	Level 16	Danishka Esterhazy	Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira	Canada	September 1, 2021	2018	TV-14	102 min	Sci-Fi & Fantasy, Thrillers	netflix
Movie	Love Don't Cost a Thing	Troy Byer	Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman	United States	September 1, 2021	2003	PG-13	101 min	Comedies, Romantic Movies	netflix
Movie	Love in a Puff	Pang Ho-cheung	Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok	Hong Kong	September 1, 2021	2010	TV-MA	103 min	Comedies, Dramas, International Movies	netflix
TV Show	Major Dad	NA	Gerald McRaney, Shanna Reed, Nicole Dubuc, Chelsea Hertford, Marisa Ryan, Matt Mulhern, Beverly Archer, Jon Cypher	United States	September 1, 2021	1992	TV-PG	4 Seasons	TV Comedies	netflix
Movie	Mars Attacks!	Tim Burton	Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman	United States	September 1, 2021	1996	PG-13	106 min	Comedies, Cult Movies, Sci-Fi & Fantasy	netflix
Movie	Marshall	Reginald Hudlin	Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss	United States, China, Hong Kong	September 1, 2021	2017	PG-13	118 min	Dramas	netflix
Movie	My Boss's Daughter	David Zucker	Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon	United States	September 1, 2021	2003	R	86 min	Comedies, Romantic Movies	netflix
Movie	Mystery Men	Kinka Usher	Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits	United States	September 1, 2021	1999	PG-13	121 min	Action & Adventure, Comedies	netflix
TV Show	Oldsters	NA	Patricio Contreras, Alejandro Goic, Sergio Hernández, Mariana Loyola Ruz, Alejandro Trejo, Daniel Alcaíno Cuevas, Nicolás Poblete, Susana Hidalgo, Gloria Münchmeyer	NA	September 1, 2021	2019	TV-MA	1 Season	Crime TV Shows, International TV Shows, Spanish-Language TV Shows	netflix
Movie	Once Upon a Time in America	Sergio Leone	Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden	Italy, United States	September 1, 2021	1984	R	229 min	Classic Movies, Dramas	netflix
Movie	Open Season 2	Matthew O'Callaghan, Todd Wilderman	Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack	United States, Canada	September 1, 2021	2008	PG	76 min	Children & Family Movies, Comedies	netflix
Movie	Osmosis Jones	Bobby Farrelly, Peter Farrelly	Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein	United States	September 1, 2021	2001	PG	95 min	Action & Adventure, Children & Family Movies, Comedies	netflix
Movie	Poseidon	Wolfgang Petersen	Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez	United States	September 1, 2021	2006	PG-13	98 min	Action & Adventure, Dramas	netflix
Movie	Rhyme & Reason	Peter Spirer	Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean P. Diddy Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave	United States	September 1, 2021	1997	R	89 min	Documentaries, Music & Musicals	netflix
Movie	Same Kind of Different as Me	Michael Carney	Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt	United States	September 1, 2021	2017	PG-13	120 min	Dramas, Faith & Spirituality	netflix
Movie	School of Rock	Richard Linklater	Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green	United States, Germany	September 1, 2021	2003	PG-13	110 min	Comedies, Music & Musicals	netflix
Movie	Snervous Tyler Oakley	Amy Rice	Tyler Oakley	United States	September 1, 2021	2015	PG-13	83 min	Documentaries, LGBTQ Movies	netflix
Movie	Tears of the Sun	Antoine Fuqua	Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie	United States	September 1, 2021	2003	R	121 min	Action & Adventure, Dramas	netflix
Movie	The Blue Lagoon	Randal Kleiser	Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio	United States	September 1, 2021	1980	R	105 min	Dramas, Romantic Movies	netflix
